exp,box,geno,sleepD,sleepN,sleepBoutD,sleepBoutN,sleepBoutN_1,sleepLengthD,sleepLengthN,wactivityD,wactivityN
2,5,dmist^{vir/vir},208,387.5,104,108,108,1.81118881118881,3.59219554030875,1.41910694958343,0.745489944373127
2,5,dmist^{vir/vir},63,89,43,47,47,1.46590909090909,1.91700680272109,2.48031847133758,1.74579154607256
2,5,dmist^{vir/vir},72,108,48,66.5,66.5,1.44927536231884,1.64401183970856,2.20900868072426,1.21706910231223
2,5,dmist^{vir/vir},271,305.5,133.5,104,104,1.99045235446793,2.85625937031484,1.5423006031939,0.950524755817142
2,5,dmist^{vir/vir},161.5,201,59,84.5,84.5,2.66724941724942,2.46346153846154,4.75260563210927,1.22265432098766
2,5,dmist^{vir/vir},38.5,99.5,25,63.5,63.5,1.53220611916264,1.56517412935323,2.89982528153795,1.24359590729783
2,5,dmist^{vir/vir},89.5,282.5,52.5,94.5,94.5,1.56710853355427,2.95668745668746,2.0094133114835,1.11341022400112
2,5,dmist^{vir/vir},145,196.5,82.5,75.5,75.5,1.63309289232935,2.60835967685283,2.61084770258148,1.83381317051695
2,5,dmist^{vir/vir},33,142.5,20,75.5,75.5,1.66666666666667,1.88666666666667,2.57260442260442,1.23351934231052
2,5,dmist^{vir/vir},194,247.5,120.5,120,120,1.58243098978191,2.0743778280543,2.28571128281533,1.56390556268328
2,5,dmist^{vir/vir},33,83,27,46,46,1.23214285714286,1.7890625,2.93712363994263,1.2266759221171
2,5,dmist^{vir/vir},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,5,dmist^{vir/vir},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,5,dmist^{vir/vir},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,5,dmist^{vir/vir},NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,5,dmist^{+/+},91,188.5,64.5,73.5,73.5,1.41283716283716,2.68269230769231,1.34361979465178,0.844009664803326
3,5,dmist^{+/+},163,298,78.5,104,104,1.99991292232672,2.8998778998779,2.09476326816173,1.03791409765039
3,5,dmist^{+/+},184,129,81,63.5,63.5,2.30324357405141,2.03125,1.14179745792209,0.931472166331322
3,5,dmist^{+/+},33,86,22.5,36,36,1.54418103448276,2.38888888888889,2.11240831295843,1.42740959935214
3,5,dmist^{+/+},74,139.5,52,79,79,1.41503267973856,1.76850064350064,1.67267481471435,0.99460285132383
